0.00 48.90 3.10
0.05 52.70 3.09
0.10 59.20 3.05
0.15 58.30 3.06
0.20 55.70 3.08
0.25 57.90 3.06
0.30 59.30 3.04
0.35 59.70 3.04
0.40 60.10 3.04
0.45 58.60 3.05
0.50 54.10 3.09
0.55 55.20 3.08
0.60 58.10 3.06
0.75 45.20 3.08
1.00  7.20 1.60
