0.00 49.90 3.10
0.05 51.70 3.10
0.10 51.40 3.10
0.15 48.80 3.10
0.20 49.00 3.10
0.25 47.10 3.09
0.30 50.70 3.10
0.35 50.20 3.10
0.40 50.00 3.10
0.45 50.50 3.10
0.50 53.90 3.09
0.55 53.40 3.09
0.60 56.10 3.08
0.75 47.60 3.10
1.00 33.90 2.93
