0.00 51.48 
0.05 46.78 
0.10 54.75 
0.15 59.25 
0.20 62.54 
0.25 58.86 
0.30 60.86 
0.35 67.18 
0.40 69.47 
0.45 71.82 
0.50 73.87 
0.55 69.82 
0.60 74.10 
0.75 69.69 
1.00 28.73 
