0.05  57.80  
0.10  66.80  
0.15  72.40  
0.20  77.70  
0.25  78.20  
0.30  80.60  
0.35  85.30  
0.40  83.20  
0.45  83.30  
0.50  82.70  
0.55  82.30  
0.60  79.90  
0.75  74.90  
1.00  31.50  
