0.00 41.04 
0.05 55.15 
0.10 61.74 
0.15 69.23 
0.20 68.74 
0.25 69.59 
0.30 72.13 
0.35 70.43 
0.40 63.73 
0.45 61.62 
0.50 55.28 
0.55 51.27 
0.60 47.41 
0.75 29.20 
1.00  9.96 
