0.05  50.3   52.45  54.5
0.1   48.75  52.55  58.25
0.15  49     59.2   64.75
0.2   51.7   59.9   66.2
0.25  51.3   59.7   68.35
0.3   50.1   58.75  66.15
0.35  45.35  63.4   66.05
0.4   45     63.65  66.65
0.5   37.65  59.65  63.6
0.75  19.4   38.75  45.35
1     4.15   7.5    19.7
