0.00 49.00 3.10
0.05 48.20 3.10
0.10 46.70 3.09
0.15 45.70 3.09
0.20 45.90 3.09
0.25 50.10 3.10
0.30 46.90 3.09
0.35 49.20 3.10
0.40 52.70 3.09
0.45 51.50 3.10
0.50 56.20 3.08
0.55 57.00 3.07
0.60 63.10 2.99
0.75 58.10 3.06
1.00 19.80 2.47
