0.05 53.50  
0.10 60.20  
0.15 66.80  
0.20 70.20  
0.25 74.10  
0.30 73.50  
0.35 79.40  
0.40 80.00  
0.45 75.60  
0.50 80.00  
0.55 76.10  
0.60 76.10  
0.75 66.60  
1.0  44.30  
