0.00 51.90 3.10
0.05 52.50 3.10
0.10 55.70 3.08
0.15 57.00 3.07
0.20 61.30 3.02
0.25 62.20 3.01
0.30 61.50 3.02
0.35 65.10 2.95
0.40 65.40 2.95
0.45 63.20 2.99
0.50 62.30 3.00
0.55 64.10 2.97
0.60 63.30 2.99
0.75 52.80 3.09
1.00 24.50 2.67
